transaction_id,customer_id,transaction_time,transaction_amount,transaction_type,merchant_category,transaction_location,is_declined,is_fraud
5d7e5d43,CUST_0083,2024-01-02 08:29:00,167.49,POS,Fashion,Ibadan,0,0
600338de,CUST_0010,2024-01-02 08:49:00,2823.22,Transfer,,Ibadan,0,0
bd0cd128,CUST_0009,2024-01-02 09:00:00,609.57,ATM,,Lagos,0,0
e6b1f7d9,CUST_0016,2024-01-02 09:31:00,1597.95,ATM,,Port Harcourt,0,0
40c32fa5,CUST_0036,2024-01-02 09:33:00,2556.23,POS,Fashion,Lagos,0,0
edc741a0,CUST_0037,2024-01-02 09:37:00,390.06,Online,Electronics,Ibadan,0,0
62ae79b9,CUST_0071,2024-01-02 09:55:00,1973.6,ATM,,Abuja,0,0
6cf84ba0,CUST_0008,2024-01-02 10:10:00,784.36,Online,Groceries,Kano,0,1
f9b6f6cc,CUST_0006,2024-01-02 10:39:00,1009.74,POS,Restaurants,Lagos,0,0
1ccb71dc,CUST_0052,2024-01-02 10:53:00,2062.86,Online,Utilities,Port Harcourt,0,0
ec45b724,CUST_0013,2024-01-02 10:56:00,2712.7,ATM,,Kano,0,0
b4953e51,CUST_0018,2024-01-02 11:00:00,733.25,Online,Restaurants,Port Harcourt,0,0
7359a536,CUST_0090,2024-01-02 11:08:00,130.02,ATM,,Lagos,0,0
443fb47c,CUST_0036,2024-01-02 11:47:00,2289.46,ATM,,Port Harcourt,0,0
850a1fb1,CUST_0078,2024-01-02 11:55:00,191.7,ATM,,Port Harcourt,0,0
e4346104,CUST_0040,2024-01-02 12:36:00,2085.45,Transfer,,Ibadan,0,0
6d85b1f3,CUST_0002,2024-01-02 12:40:00,2010.08,POS,Restaurants,Port Harcourt,0,0
24414f16,CUST_0054,2024-01-02 13:23:00,1197.71,Online,Fashion,Port Harcourt,0,0
92b5cd9e,CUST_0095,2024-01-02 13:31:00,2311.21,POS,Restaurants,Port Harcourt,0,1
192e2f82,CUST_0015,2024-01-02 13:41:00,428.67,POS,Restaurants,Port Harcourt,0,0
397a3416,CUST_0065,2024-01-02 13:43:00,2571.14,Transfer,,Port Harcourt,0,0
6b1cec39,CUST_0049,2024-01-02 15:07:00,1057.31,Online,Electronics,Kano,0,0
1e2561ad,CUST_0022,2024-01-02 15:42:00,1457.13,Transfer,,Port Harcourt,0,0
5adbd54d,CUST_0066,2024-01-02 16:07:00,1611.49,Transfer,,Ibadan,0,0
4e749bd8,CUST_0050,2024-01-02 16:19:00,1666.84,POS,Restaurants,Kano,0,0
6b838590,CUST_0088,2024-01-02 16:51:00,15.16,Online,Fashion,Lagos,0,0
0797967a,CUST_0017,2024-01-02 16:54:00,1924.19,POS,Restaurants,Kano,0,0
5a3c3306,CUST_0025,2024-01-02 17:02:00,2785.02,POS,Restaurants,Abuja,0,0
eb958388,CUST_0006,2024-01-02 17:22:00,824.18,Transfer,,Kano,0,0
84fd3f6b,CUST_0081,2024-01-02 17:46:00,2604.81,Transfer,,Ibadan,0,0
dd228253,CUST_0055,2024-01-02 18:06:00,2361.1,POS,Groceries,Port Harcourt,0,0
d2820cce,CUST_0072,2024-01-02 18:35:00,2534.77,Online,Fashion,Abuja,0,0
4f7efbfa,CUST_0002,2024-01-02 18:37:00,1502.59,ATM,,Lagos,0,0
0aad3108,CUST_0031,2024-01-02 18:47:00,773.51,ATM,,Port Harcourt,0,0
ed71a162,CUST_0034,2024-01-02 19:01:00,2962.23,POS,Utilities,Port Harcourt,0,0
f4b14956,CUST_0022,2024-01-02 19:01:00,2320.7,POS,Electronics,Abuja,0,0
780fc633,CUST_0072,2024-01-02 19:09:00,295.65,ATM,,Abuja,0,1
d350997f,CUST_0044,2024-01-02 19:17:00,576.58,ATM,,Kano,0,0
d5e6b429,CUST_0020,2024-01-02 19:30:00,102.27,Transfer,,Lagos,0,0
7c30d9dc,CUST_0043,2024-01-02 19:40:00,1004.88,ATM,,Kano,0,0
2dc8a783,CUST_0059,2024-01-02 19:51:00,1203.34,Transfer,,Lagos,0,0
16d170d3,CUST_0061,2024-01-02 20:42:00,2766.65,POS,Fashion,Ibadan,0,0
5d9af0a8,CUST_0058,2024-01-02 21:08:00,442.1,POS,Groceries,Port Harcourt,0,0
858b926e,CUST_0006,2024-01-02 21:17:00,2404.24,ATM,,Ibadan,1,0
f03b288c,CUST_0001,2024-01-02 21:47:00,302.04,POS,Restaurants,Lagos,0,0
5ccdcbb7,CUST_0022,2024-01-02 22:03:00,2301.88,POS,Fashion,Abuja,0,0
ae2f6fc2,CUST_0064,2024-01-02 22:15:00,2585.25,Online,Fashion,Port Harcourt,0,1
b7d2d541,CUST_0058,2024-01-02 22:26:00,2414.57,ATM,,Lagos,0,0
e3abfa57,CUST_0020,2024-01-02 22:40:00,648.05,POS,Restaurants,Abuja,0,0
1319cfea,CUST_0042,2024-01-02 22:41:00,1757.12,Online,Restaurants,Lagos,0,0
6cfd8ca9,CUST_0002,2024-01-02 23:49:00,140.38,POS,Utilities,Port Harcourt,1,0
4c6fbfe8,CUST_0022,2024-01-03 00:10:00,2257.72,Online,Fashion,Abuja,0,0
00d3d7a0,CUST_0075,2024-01-03 00:39:00,2838.07,Online,Fashion,Abuja,0,0
29b50ead,CUST_0047,2024-01-03 00:59:00,2621.44,Transfer,,Port Harcourt,0,0
3ff8129b,CUST_0093,2024-01-03 01:26:00,2042.13,POS,Fashion,Lagos,1,0
1bbe87fc,CUST_0089,2024-01-03 01:48:00,1191.5,Online,Fashion,Kano,0,0
1adb1d3c,CUST_0070,2024-01-03 02:06:00,2787.55,Transfer,,Kano,0,0
72fa2a4c,CUST_0070,2024-01-03 02:44:00,2655.2,ATM,,Abuja,0,0
e896085b,CUST_0072,2024-01-03 02:51:00,2427.3,Transfer,,Ibadan,0,0
53377e3e,CUST_0035,2024-01-03 02:52:00,84.7,Online,Groceries,Ibadan,0,0
f4654db9,CUST_0053,2024-01-03 03:00:00,948.99,ATM,,Lagos,0,0
1dddda0e,CUST_0076,2024-01-03 03:01:00,2168.51,POS,Utilities,Ibadan,0,0
884c4c4d,CUST_0081,2024-01-03 03:30:00,2176.65,ATM,,Lagos,0,1
60bc932b,CUST_0030,2024-01-03 03:54:00,1140.89,ATM,,Lagos,0,0
8e5c54e2,CUST_0026,2024-01-03 04:01:00,2456.96,Online,Restaurants,Port Harcourt,0,0
e139100f,CUST_0065,2024-01-03 04:25:00,443.88,Transfer,,Kano,0,0
e1c4289b,CUST_0030,2024-01-03 04:54:00,606.04,Transfer,,Kano,0,0
ff205b35,CUST_0054,2024-01-03 05:36:00,1555.04,Transfer,,Kano,0,0
eb50261c,CUST_0065,2024-01-03 06:20:00,1837.84,POS,Restaurants,Lagos,0,0
b4a2ae09,CUST_0020,2024-01-03 06:33:00,365.43,POS,Electronics,Ibadan,0,0
a7d787d0,CUST_0038,2024-01-03 06:53:00,499.21,Transfer,,Lagos,0,0
9f63cbf5,CUST_0023,2024-01-03 08:13:00,1875.76,ATM,,Port Harcourt,0,0
9dddab1e,CUST_0008,2024-01-03 09:10:00,2653.75,ATM,,Kano,0,0
f4219eb3,CUST_0079,2024-01-03 09:16:00,665.91,ATM,,Abuja,0,0
c4114e20,CUST_0002,2024-01-03 09:16:00,845.89,Online,Groceries,Abuja,0,0
03493768,CUST_0032,2024-01-03 10:36:00,2288.05,Online,Utilities,Lagos,0,0
60ad12d3,CUST_0054,2024-01-03 10:55:00,131.95,ATM,,Lagos,0,0
64b9b6ea,CUST_0037,2024-01-03 11:03:00,2104.04,Transfer,,Abuja,0,0
35b02ba2,CUST_0089,2024-01-03 11:34:00,2330.16,POS,Electronics,Ibadan,0,0
840fb468,CUST_0059,2024-01-03 11:51:00,1184.43,ATM,,Lagos,0,0
86d69b47,CUST_0005,2024-01-03 11:56:00,1142.53,Online,Fashion,Kano,0,0
d17cdab0,CUST_0017,2024-01-03 12:30:00,942.58,Transfer,,Port Harcourt,0,0
b9912015,CUST_0093,2024-01-03 14:08:00,1980.51,POS,Groceries,Abuja,0,0
e5683bb3,CUST_0026,2024-01-03 14:28:00,2975.97,ATM,,Ibadan,0,0
cffebce4,CUST_0035,2024-01-03 14:29:00,1821.2,ATM,,Kano,0,0
df5048f6,CUST_0053,2024-01-03 15:30:00,1885.68,Transfer,,Port Harcourt,0,0
567af238,CUST_0079,2024-01-03 15:44:00,1263.41,POS,Groceries,Abuja,0,0
9e35d942,CUST_0034,2024-01-03 15:52:00,1832.95,Transfer,,Ibadan,0,0
fb60eb03,CUST_0038,2024-01-03 16:05:00,50.41,ATM,,Ibadan,0,0
7e5a5fc7,CUST_0095,2024-01-03 16:06:00,803.33,ATM,,Port Harcourt,0,0
5713956f,CUST_0083,2024-01-03 16:38:00,2038.83,ATM,,Abuja,0,0
816c8b6f,CUST_0045,2024-01-03 16:43:00,1989.02,Online,Groceries,Lagos,0,0
6cb63c44,CUST_0001,2024-01-03 16:50:00,374.89,ATM,,Lagos,0,0
d0e2e53f,CUST_0064,2024-01-03 17:59:00,1801.36,Transfer,,Ibadan,1,0
32f48c22,CUST_0002,2024-01-03 18:27:00,2859.68,POS,Groceries,Ibadan,0,0
6910e447,CUST_0021,2024-01-03 18:57:00,1545.7,Transfer,,Lagos,0,1
dadacd7a,CUST_0023,2024-01-03 20:51:00,255.99,Transfer,,Lagos,0,0
47401049,CUST_0021,2024-01-03 20:58:00,881.57,POS,Groceries,Ibadan,0,0
a1330623,CUST_0018,2024-01-03 22:13:00,2131.06,POS,Groceries,Port Harcourt,0,0
4256d6ac,CUST_0022,2024-01-03 22:34:00,429.57,Transfer,,Port Harcourt,0,0
f1419f19,CUST_0061,2024-01-03 23:54:00,1678.82,ATM,,Port Harcourt,0,0
a2f7b7ed,CUST_0030,2024-01-04 00:01:00,1731.6,ATM,,Abuja,0,0
95ef6455,CUST_0084,2024-01-04 00:01:00,2356.71,Transfer,,Port Harcourt,0,0
609d029c,CUST_0071,2024-01-04 00:35:00,2455.56,Online,Electronics,Lagos,0,0
8a1e8273,CUST_0070,2024-01-04 01:03:00,1845.0,Online,Restaurants,Kano,0,0
d6e7207a,CUST_0005,2024-01-04 01:52:00,1826.59,Transfer,,Ibadan,0,0
eb1e574b,CUST_0022,2024-01-04 01:54:00,2229.34,ATM,,Ibadan,0,0
da92cfb1,CUST_0011,2024-01-04 01:57:00,2469.22,POS,Fashion,Kano,0,0
2964cd84,CUST_0010,2024-01-04 02:30:00,1735.78,Transfer,,Ibadan,0,0
f9d9868d,CUST_0071,2024-01-04 02:34:00,2808.51,POS,Electronics,Port Harcourt,0,0
63be8883,CUST_0086,2024-01-04 02:47:00,91.34,Transfer,,Abuja,0,0
8b7bbf87,CUST_0008,2024-01-04 02:54:00,2967.66,Online,Restaurants,Ibadan,0,0
fb4d90ca,CUST_0097,2024-01-04 04:14:00,1948.17,ATM,,Kano,0,0
d140e9d1,CUST_0028,2024-01-04 04:43:00,2320.29,Online,Groceries,Ibadan,0,0
0d0f85d0,CUST_0005,2024-01-04 05:01:00,997.74,ATM,,Ibadan,0,0
5c1d0668,CUST_0005,2024-01-04 05:12:00,683.75,Online,Restaurants,Ibadan,0,0
b2f055e8,CUST_0026,2024-01-04 05:55:00,2298.44,ATM,,Lagos,0,0
ebcf2f56,CUST_0072,2024-01-04 06:41:00,996.15,ATM,,Kano,0,0
ec0e10d0,CUST_0071,2024-01-04 07:47:00,1367.63,ATM,,Kano,0,0
4d98964b,CUST_0037,2024-01-04 07:52:00,1523.36,Transfer,,Port Harcourt,0,0
91d690ef,CUST_0045,2024-01-04 08:33:00,2517.26,POS,Fashion,Port Harcourt,0,0
ff3a2370,CUST_0041,2024-01-04 10:27:00,289.63,Transfer,,Port Harcourt,0,0
f8af43c9,CUST_0054,2024-01-04 10:40:00,2852.28,POS,Groceries,Kano,0,0
a7a47a9d,CUST_0022,2024-01-04 11:14:00,2672.32,Transfer,,Port Harcourt,0,1
5fc89e11,CUST_0027,2024-01-04 11:57:00,2038.69,POS,Utilities,Abuja,0,1
abd18c2f,CUST_0021,2024-01-04 11:59:00,626.59,POS,Utilities,Ibadan,0,0
ce283e2e,CUST_0039,2024-01-04 12:22:00,2416.85,Transfer,,Kano,1,0
d3ba63ff,CUST_0005,2024-01-04 13:22:00,2553.94,Online,Groceries,Port Harcourt,0,0
14d0ca55,CUST_0005,2024-01-04 13:26:00,176.4,Transfer,,Lagos,0,0
65d59f1b,CUST_0098,2024-01-04 15:19:00,1548.51,POS,Groceries,Ibadan,0,0
d8315342,CUST_0021,2024-01-04 16:03:00,2596.93,Online,Electronics,Ibadan,0,0
8ac76c0b,CUST_0001,2024-01-04 16:31:00,2728.87,POS,Groceries,Abuja,0,0
5a34c797,CUST_0070,2024-01-04 16:36:00,1207.97,Online,Groceries,Kano,1,0
b273cbe3,CUST_0080,2024-01-04 17:40:00,2690.56,POS,Restaurants,Ibadan,0,0
4d91048b,CUST_0084,2024-01-04 17:52:00,165.21,Transfer,,Lagos,0,0
9b4ec933,CUST_0060,2024-01-04 18:00:00,609.05,POS,Groceries,Ibadan,1,0
17a2cd66,CUST_0083,2024-01-04 18:43:00,2579.49,Transfer,,Lagos,0,0
e7fffde8,CUST_0096,2024-01-04 19:05:00,1296.38,POS,Groceries,Port Harcourt,0,0
298463da,CUST_0003,2024-01-04 19:26:00,2259.6,Transfer,,Ibadan,0,0
31af65a4,CUST_0060,2024-01-04 21:00:00,2247.35,POS,Electronics,Ibadan,0,0
c13e9ee1,CUST_0009,2024-01-04 21:46:00,1750.09,POS,Restaurants,Abuja,0,0
77e84371,CUST_0009,2024-01-04 22:15:00,937.98,Online,Utilities,Kano,0,0
a7e216de,CUST_0052,2024-01-04 22:34:00,935.2,Online,Groceries,Lagos,0,0
cef2289e,CUST_0069,2024-01-04 23:02:00,819.49,POS,Groceries,Ibadan,1,0
9d4ce744,CUST_0014,2024-01-05 00:14:00,291.17,Online,Utilities,Port Harcourt,0,0
b8ce73ac,CUST_0084,2024-01-05 00:16:00,2981.13,POS,Groceries,Kano,0,0
36c67550,CUST_0009,2024-01-05 00:16:00,226.62,POS,Restaurants,Ibadan,0,0
a3cd2384,CUST_0030,2024-01-05 00:41:00,1087.58,POS,Groceries,Abuja,0,0
5b73bc8f,CUST_0027,2024-01-05 01:47:00,983.8,POS,Groceries,Abuja,0,0
32030eda,CUST_0002,2024-01-05 02:15:00,1721.15,POS,Restaurants,Abuja,1,0
bfbd92a1,CUST_0051,2024-01-05 02:33:00,1260.21,ATM,,Ibadan,0,1
e3851cb3,CUST_0019,2024-01-05 02:59:00,2882.27,Transfer,,Kano,0,1
851a418d,CUST_0045,2024-01-05 03:07:00,717.34,POS,Restaurants,Ibadan,0,0
a6b4dccf,CUST_0088,2024-01-05 03:22:00,2117.64,ATM,,Port Harcourt,0,0
1e44247f,CUST_0012,2024-01-05 03:38:00,1134.22,Online,Utilities,Port Harcourt,0,0
0cab28c1,CUST_0093,2024-01-05 04:30:00,2879.66,Transfer,,Kano,1,0
2a28bdd0,CUST_0081,2024-01-05 05:32:00,2619.18,Online,Groceries,Port Harcourt,0,0
ecf69385,CUST_0076,2024-01-05 06:03:00,2241.79,ATM,,Abuja,0,0
5474d3f9,CUST_0053,2024-01-05 06:43:00,2111.81,Transfer,,Ibadan,0,0
5a93f5d6,CUST_0005,2024-01-05 07:49:00,64.55,Online,Utilities,Abuja,0,1
bcb36c03,CUST_0068,2024-01-05 08:25:00,2085.74,Transfer,,Port Harcourt,0,0
dfd33bcd,CUST_0001,2024-01-05 08:25:00,942.02,Online,Restaurants,Kano,0,0
49e20479,CUST_0072,2024-01-05 09:04:00,2251.08,Online,Utilities,Port Harcourt,0,0
0373762a,CUST_0048,2024-01-05 09:33:00,1150.43,Online,Electronics,Lagos,0,0
c9cdde71,CUST_0026,2024-01-05 10:04:00,317.5,POS,Fashion,Kano,0,0
9cd0e135,CUST_0039,2024-01-05 10:12:00,1489.53,Transfer,,Port Harcourt,0,0
4e90198a,CUST_0062,2024-01-05 10:48:00,2047.76,POS,Electronics,Port Harcourt,0,0
bd5fe205,CUST_0095,2024-01-05 11:01:00,2134.96,Transfer,,Ibadan,0,0
4e2ea2e6,CUST_0063,2024-01-05 11:37:00,1312.16,Online,Utilities,Abuja,0,0
74b93628,CUST_0071,2024-01-05 11:52:00,2759.4,Transfer,,Port Harcourt,0,0
b9439940,CUST_0042,2024-01-05 11:55:00,2195.47,Online,Fashion,Abuja,0,0
6de0732a,CUST_0022,2024-01-05 11:56:00,2278.56,Transfer,,Port Harcourt,0,0
46c94e9f,CUST_0050,2024-01-05 12:07:00,1998.71,POS,Electronics,Ibadan,0,0
f6c5ee79,CUST_0085,2024-01-05 13:04:00,438.16,Transfer,,Port Harcourt,0,0
0b9dc469,CUST_0058,2024-01-05 13:13:00,1073.31,Transfer,,Kano,0,0
e72f6cdc,CUST_0054,2024-01-05 13:13:00,668.13,Online,Electronics,Lagos,0,0
794b887d,CUST_0070,2024-01-05 13:26:00,1310.59,Online,Groceries,Abuja,0,0
cc3b6e67,CUST_0010,2024-01-05 13:30:00,1818.81,Transfer,,Abuja,0,0
63385bbf,CUST_0055,2024-01-05 13:34:00,961.31,Transfer,,Ibadan,0,0
470b2e65,CUST_0010,2024-01-05 14:38:00,2980.08,ATM,,Ibadan,0,0
b7532aea,CUST_0006,2024-01-05 14:45:00,2602.31,Online,Groceries,Kano,0,0
f78b134e,CUST_0073,2024-01-05 15:01:00,256.06,POS,Electronics,Port Harcourt,0,0
86fba0ad,CUST_0084,2024-01-05 15:08:00,606.38,Online,Utilities,Port Harcourt,0,0
dd0c3c56,CUST_0011,2024-01-05 16:01:00,2769.04,Online,Restaurants,Lagos,0,0
5dabe821,CUST_0063,2024-01-05 16:29:00,1137.08,Transfer,,Port Harcourt,0,0
d05ebb58,CUST_0041,2024-01-05 17:11:00,2843.39,ATM,,Kano,0,0
bfceaebf,CUST_0099,2024-01-05 17:19:00,2316.6,Transfer,,Port Harcourt,0,0
4e71a93f,CUST_0067,2024-01-05 17:40:00,2387.31,POS,Utilities,Port Harcourt,0,0
fba67a3a,CUST_0014,2024-01-05 17:43:00,836.56,ATM,,Abuja,0,0
da64f29b,CUST_0002,2024-01-05 18:53:00,924.03,Online,Fashion,Kano,0,0
a05fe773,CUST_0012,2024-01-05 19:10:00,499.41,Transfer,,Kano,0,0
99afd5e2,CUST_0046,2024-01-05 19:22:00,1913.71,Online,Restaurants,Ibadan,0,0
ddf92085,CUST_0073,2024-01-05 20:07:00,2330.31,ATM,,Ibadan,0,0
495908c1,CUST_0012,2024-01-05 20:19:00,2031.19,POS,Groceries,Abuja,0,0
160eab7b,CUST_0071,2024-01-05 20:48:00,1770.18,Online,Electronics,Ibadan,0,0
bac3c8ae,CUST_0078,2024-01-05 20:59:00,2194.39,Online,Electronics,Kano,0,0
17d4624a,CUST_0074,2024-01-05 23:20:00,945.71,Online,Utilities,Ibadan,0,0
e3e5ee60,CUST_0098,2024-01-06 00:13:00,2734.62,Online,Fashion,Abuja,0,0
bb199744,CUST_0051,2024-01-06 00:32:00,327.22,Transfer,,Ibadan,0,0
500c7876,CUST_0004,2024-01-06 00:39:00,1687.2,Transfer,,Lagos,0,0
1c3d70fd,CUST_0039,2024-01-06 00:44:00,1513.32,Transfer,,Abuja,0,0
c445b44e,CUST_0020,2024-01-06 01:03:00,1311.62,Online,Groceries,Ibadan,0,0
7c7f162e,CUST_0054,2024-01-06 01:13:00,2559.47,ATM,,Kano,0,0
821c54bd,CUST_0066,2024-01-06 01:22:00,1932.61,ATM,,Port Harcourt,0,0
e5e39243,CUST_0028,2024-01-06 02:29:00,53.68,POS,Electronics,Lagos,0,0
37b65b84,CUST_0027,2024-01-06 02:34:00,2407.04,POS,Electronics,Ibadan,0,0
8acf386b,CUST_0003,2024-01-06 02:37:00,282.71,Online,Utilities,Ibadan,0,0
1da0e6b1,CUST_0069,2024-01-06 03:13:00,2654.64,Transfer,,Kano,0,0
f26956fd,CUST_0009,2024-01-06 03:44:00,1804.06,POS,Electronics,Lagos,0,0
a5b7cacb,CUST_0042,2024-01-06 03:56:00,219.6,Transfer,,Kano,0,0
cf9241fa,CUST_0099,2024-01-06 04:07:00,2733.52,ATM,,Ibadan,0,0
7af69211,CUST_0083,2024-01-06 04:45:00,1619.38,Transfer,,Abuja,0,0
2cd88240,CUST_0038,2024-01-06 04:50:00,2547.33,ATM,,Abuja,0,0
64cf5d06,CUST_0021,2024-01-06 06:50:00,114.67,Transfer,,Ibadan,0,0
0928cc80,CUST_0046,2024-01-06 07:17:00,2319.0,ATM,,Lagos,0,0
e7c06e4c,CUST_0063,2024-01-06 07:44:00,2641.59,Online,Groceries,Ibadan,0,1
5e913d30,CUST_0017,2024-01-06 08:04:00,2914.88,Online,Electronics,Port Harcourt,0,0
cfa7e834,CUST_0072,2024-01-06 08:31:00,1316.86,POS,Electronics,Lagos,0,0
7284e1d4,CUST_0065,2024-01-06 10:02:00,246.6,POS,Fashion,Abuja,0,0
6879c420,CUST_0040,2024-01-06 10:33:00,1061.61,Online,Restaurants,Port Harcourt,0,0
54873259,CUST_0089,2024-01-06 10:38:00,156.04,Online,Restaurants,Kano,0,0
aad6cca4,CUST_0031,2024-01-06 11:08:00,2943.73,Transfer,,Ibadan,0,0
d4689f4c,CUST_0048,2024-01-06 11:27:00,187.08,ATM,,Lagos,0,0
42247b9f,CUST_0090,2024-01-06 11:39:00,2987.61,ATM,,Abuja,0,0
50dc2daf,CUST_0037,2024-01-06 12:37:00,1545.42,POS,Restaurants,Kano,1,0
cd5f7e91,CUST_0013,2024-01-06 13:19:00,31.02,Transfer,,Port Harcourt,0,0
