transaction_id,customer_id,transaction_time,transaction_amount,transaction_type,merchant_category,transaction_location,is_declined,is_fraud
9e9766ad,CUST_0026,2024-01-01 11:31:00,2803.95,Transfer,,Abuja,0,0
963de397,CUST_0084,2024-01-01 11:33:00,2307.93,Transfer,,Ibadan,0,0
4bfbed69,CUST_0022,2024-01-01 11:57:00,35.01,Online,Fashion,Abuja,0,0
2e28111c,CUST_0037,2024-01-01 12:07:00,389.14,POS,Fashion,Abuja,0,0
7af3527f,CUST_0003,2024-01-01 12:08:00,886.7,Online,Utilities,Abuja,0,0
49dd289d,CUST_0043,2024-01-01 12:45:00,460.13,Online,Electronics,Port Harcourt,0,0
c914b423,CUST_0001,2024-01-01 12:49:00,519.87,POS,Groceries,Port Harcourt,0,0
9fae2d94,CUST_0014,2024-01-01 13:01:00,1328.81,Online,Utilities,Lagos,0,0
ba2d2698,CUST_0043,2024-01-01 14:00:00,1759.38,Transfer,,Lagos,0,0
0bddd0e3,CUST_0001,2024-01-01 14:20:00,2897.24,Online,Electronics,Abuja,0,0
00fc049f,CUST_0065,2024-01-01 15:22:00,2942.91,ATM,,Ibadan,0,0
72159100,CUST_0093,2024-01-01 15:47:00,1616.46,ATM,,Abuja,0,0
f53948ca,CUST_0098,2024-01-01 17:26:00,29.4,Transfer,,Kano,1,0
20f741f8,CUST_0005,2024-01-01 17:42:00,1677.65,POS,Utilities,Port Harcourt,0,0
1249f937,CUST_0064,2024-01-01 18:02:00,997.03,Transfer,,Lagos,0,0
0d029a26,CUST_0021,2024-01-01 18:54:00,857.08,POS,Groceries,Ibadan,0,0
6f1f8496,CUST_0017,2024-01-01 19:00:00,1093.18,Online,Groceries,Abuja,0,0
82152f11,CUST_0026,2024-01-01 19:21:00,1673.01,ATM,,Ibadan,0,0
e81d424f,CUST_0032,2024-01-01 19:28:00,91.05,POS,Fashion,Port Harcourt,0,0
0802052f,CUST_0017,2024-01-01 20:07:00,1373.38,POS,Fashion,Abuja,0,0
a826adfe,CUST_0035,2024-01-01 20:11:00,1008.37,ATM,,Ibadan,0,0
1f79ec2c,CUST_0062,2024-01-01 20:25:00,1509.18,POS,Restaurants,Lagos,0,0
23b1356c,CUST_0010,2024-01-01 20:39:00,2388.58,Transfer,,Kano,0,0
f7d9d9d7,CUST_0042,2024-01-01 20:45:00,725.38,POS,Groceries,Port Harcourt,0,0
991df811,CUST_0031,2024-01-01 21:09:00,1431.4,ATM,,Lagos,0,0
3f9a5933,CUST_0098,2024-01-01 21:27:00,2545.8,POS,Fashion,Ibadan,0,0
29d4729d,CUST_0017,2024-01-01 21:47:00,1778.31,ATM,,Lagos,0,0
3cf20a44,CUST_0079,2024-01-01 21:50:00,1308.37,ATM,,Abuja,0,0
b8bb89d4,CUST_0058,2024-01-01 22:59:00,671.16,Online,Fashion,Abuja,0,0
79245e6d,CUST_0028,2024-01-02 00:22:00,2496.31,ATM,,Kano,0,0
cc2103f3,CUST_0065,2024-01-02 01:11:00,1815.6,POS,Fashion,Kano,0,0
fd5e5a75,CUST_0007,2024-01-02 01:24:00,2424.22,Online,Groceries,Abuja,1,0
a831ca83,CUST_0027,2024-01-02 01:39:00,1085.78,ATM,,Kano,0,0
d40b1dda,CUST_0054,2024-01-02 02:54:00,444.41,Online,Electronics,Lagos,0,0
b28b9cac,CUST_0076,2024-01-02 03:09:00,1618.39,Transfer,,Ibadan,0,0
5430c48e,CUST_0031,2024-01-02 03:54:00,1375.89,Online,Electronics,Port Harcourt,0,0
d84f206a,CUST_0085,2024-01-02 04:14:00,527.65,POS,Groceries,Port Harcourt,0,0
f3c3e1cb,CUST_0054,2024-01-02 04:21:00,777.93,POS,Utilities,Port Harcourt,0,0
e480be5e,CUST_0017,2024-01-02 04:28:00,2988.41,Transfer,,Port Harcourt,0,0
72e89a68,CUST_0006,2024-01-02 05:19:00,1496.07,POS,Electronics,Port Harcourt,0,0
54e8a112,CUST_0098,2024-01-02 05:32:00,2394.72,Transfer,,Port Harcourt,0,0
8107ef81,CUST_0083,2024-01-02 08:29:00,167.49,POS,Fashion,Ibadan,0,0
1d898916,CUST_0010,2024-01-02 08:49:00,2823.22,Transfer,,Ibadan,0,0
38a62815,CUST_0009,2024-01-02 09:00:00,609.57,ATM,,Lagos,0,0
cdf9831d,CUST_0016,2024-01-02 09:31:00,1597.95,ATM,,Port Harcourt,0,0
6a26a4bc,CUST_0036,2024-01-02 09:33:00,2556.23,POS,Fashion,Lagos,0,0
9e226c36,CUST_0037,2024-01-02 09:37:00,390.06,Online,Electronics,Ibadan,0,0
e7575b76,CUST_0071,2024-01-02 09:55:00,1973.6,ATM,,Abuja,0,0
42dc0d44,CUST_0008,2024-01-02 10:10:00,784.36,Online,Groceries,Kano,0,1
cf936765,CUST_0006,2024-01-02 10:39:00,1009.74,POS,Restaurants,Lagos,0,0
5316d7d4,CUST_0052,2024-01-02 10:53:00,2062.86,Online,Utilities,Port Harcourt,0,0
b51ad028,CUST_0013,2024-01-02 10:56:00,2712.7,ATM,,Kano,0,0
5b1a2d84,CUST_0018,2024-01-02 11:00:00,733.25,Online,Restaurants,Port Harcourt,0,0
284cbeea,CUST_0090,2024-01-02 11:08:00,130.02,ATM,,Lagos,0,0
9b77693c,CUST_0036,2024-01-02 11:47:00,2289.46,ATM,,Port Harcourt,0,0
e18ed4dd,CUST_0078,2024-01-02 11:55:00,191.7,ATM,,Port Harcourt,0,0
b77a7d12,CUST_0040,2024-01-02 12:36:00,2085.45,Transfer,,Ibadan,0,0
1953c757,CUST_0002,2024-01-02 12:40:00,2010.08,POS,Restaurants,Port Harcourt,0,0
5cd01dee,CUST_0054,2024-01-02 13:23:00,1197.71,Online,Fashion,Port Harcourt,0,0
593e88a7,CUST_0095,2024-01-02 13:31:00,2311.21,POS,Restaurants,Port Harcourt,0,1
bab026bd,CUST_0015,2024-01-02 13:41:00,428.67,POS,Restaurants,Port Harcourt,0,0
1c7c63bc,CUST_0065,2024-01-02 13:43:00,2571.14,Transfer,,Port Harcourt,0,0
65cfde3a,CUST_0049,2024-01-02 15:07:00,1057.31,Online,Electronics,Kano,0,0
0b065cb5,CUST_0022,2024-01-02 15:42:00,1457.13,Transfer,,Port Harcourt,0,0
2aabe1c2,CUST_0066,2024-01-02 16:07:00,1611.49,Transfer,,Ibadan,0,0
82c3e66a,CUST_0050,2024-01-02 16:19:00,1666.84,POS,Restaurants,Kano,0,0
dd37893f,CUST_0088,2024-01-02 16:51:00,15.16,Online,Fashion,Lagos,0,0
9e8d3a3a,CUST_0017,2024-01-02 16:54:00,1924.19,POS,Restaurants,Kano,0,0
c726cfd2,CUST_0025,2024-01-02 17:02:00,2785.02,POS,Restaurants,Abuja,0,0
c8cbdcb1,CUST_0006,2024-01-02 17:22:00,824.18,Transfer,,Kano,0,0
67a59b74,CUST_0081,2024-01-02 17:46:00,2604.81,Transfer,,Ibadan,0,0
efffe465,CUST_0055,2024-01-02 18:06:00,2361.1,POS,Groceries,Port Harcourt,0,0
4b82048a,CUST_0072,2024-01-02 18:35:00,2534.77,Online,Fashion,Abuja,0,0
51adaf9d,CUST_0002,2024-01-02 18:37:00,1502.59,ATM,,Lagos,0,0
e2f31993,CUST_0031,2024-01-02 18:47:00,773.51,ATM,,Port Harcourt,0,0
f952ae5d,CUST_0034,2024-01-02 19:01:00,2962.23,POS,Utilities,Port Harcourt,0,0
8a3f7077,CUST_0022,2024-01-02 19:01:00,2320.7,POS,Electronics,Abuja,0,0
31872cad,CUST_0072,2024-01-02 19:09:00,295.65,ATM,,Abuja,0,1
224e53da,CUST_0044,2024-01-02 19:17:00,576.58,ATM,,Kano,0,0
dd841caf,CUST_0020,2024-01-02 19:30:00,102.27,Transfer,,Lagos,0,0
adc7b6d8,CUST_0043,2024-01-02 19:40:00,1004.88,ATM,,Kano,0,0
4965a8b7,CUST_0059,2024-01-02 19:51:00,1203.34,Transfer,,Lagos,0,0
aa2903f6,CUST_0061,2024-01-02 20:42:00,2766.65,POS,Fashion,Ibadan,0,0
fe02978b,CUST_0058,2024-01-02 21:08:00,442.1,POS,Groceries,Port Harcourt,0,0
ce1449e8,CUST_0006,2024-01-02 21:17:00,2404.24,ATM,,Ibadan,1,0
5d687e2d,CUST_0001,2024-01-02 21:47:00,302.04,POS,Restaurants,Lagos,0,0
412b44f5,CUST_0022,2024-01-02 22:03:00,2301.88,POS,Fashion,Abuja,0,0
98dbcd04,CUST_0064,2024-01-02 22:15:00,2585.25,Online,Fashion,Port Harcourt,0,1
560b8997,CUST_0058,2024-01-02 22:26:00,2414.57,ATM,,Lagos,0,0
ac445071,CUST_0020,2024-01-02 22:40:00,648.05,POS,Restaurants,Abuja,0,0
ff97e0ba,CUST_0042,2024-01-02 22:41:00,1757.12,Online,Restaurants,Lagos,0,0
cc5b174d,CUST_0002,2024-01-02 23:49:00,140.38,POS,Utilities,Port Harcourt,1,0
0b85f8d6,CUST_0022,2024-01-03 00:10:00,2257.72,Online,Fashion,Abuja,0,0
93eca6db,CUST_0075,2024-01-03 00:39:00,2838.07,Online,Fashion,Abuja,0,0
0f5e6509,CUST_0047,2024-01-03 00:59:00,2621.44,Transfer,,Port Harcourt,0,0
0d362d98,CUST_0093,2024-01-03 01:26:00,2042.13,POS,Fashion,Lagos,1,0
cdd5e332,CUST_0089,2024-01-03 01:48:00,1191.5,Online,Fashion,Kano,0,0
6cf00845,CUST_0070,2024-01-03 02:06:00,2787.55,Transfer,,Kano,0,0
fe5f1f1f,CUST_0070,2024-01-03 02:44:00,2655.2,ATM,,Abuja,0,0
30f98b07,CUST_0072,2024-01-03 02:51:00,2427.3,Transfer,,Ibadan,0,0
b703ff1a,CUST_0035,2024-01-03 02:52:00,84.7,Online,Groceries,Ibadan,0,0
a5a7be21,CUST_0053,2024-01-03 03:00:00,948.99,ATM,,Lagos,0,0
36175e0c,CUST_0076,2024-01-03 03:01:00,2168.51,POS,Utilities,Ibadan,0,0
34a65052,CUST_0081,2024-01-03 03:30:00,2176.65,ATM,,Lagos,0,1
62f022df,CUST_0030,2024-01-03 03:54:00,1140.89,ATM,,Lagos,0,0
23bafed4,CUST_0026,2024-01-03 04:01:00,2456.96,Online,Restaurants,Port Harcourt,0,0
48284a5e,CUST_0065,2024-01-03 04:25:00,443.88,Transfer,,Kano,0,0
6d96c7e7,CUST_0030,2024-01-03 04:54:00,606.04,Transfer,,Kano,0,0
d87b8d11,CUST_0054,2024-01-03 05:36:00,1555.04,Transfer,,Kano,0,0
9328124c,CUST_0065,2024-01-03 06:20:00,1837.84,POS,Restaurants,Lagos,0,0
1251893f,CUST_0020,2024-01-03 06:33:00,365.43,POS,Electronics,Ibadan,0,0
8657b49d,CUST_0038,2024-01-03 06:53:00,499.21,Transfer,,Lagos,0,0
73e5e8a5,CUST_0023,2024-01-03 08:13:00,1875.76,ATM,,Port Harcourt,0,0
f4318144,CUST_0008,2024-01-03 09:10:00,2653.75,ATM,,Kano,0,0
f0f6b2b9,CUST_0079,2024-01-03 09:16:00,665.91,ATM,,Abuja,0,0
b774374c,CUST_0002,2024-01-03 09:16:00,845.89,Online,Groceries,Abuja,0,0
beac826f,CUST_0032,2024-01-03 10:36:00,2288.05,Online,Utilities,Lagos,0,0
aff40fd5,CUST_0054,2024-01-03 10:55:00,131.95,ATM,,Lagos,0,0
2c4250c3,CUST_0037,2024-01-03 11:03:00,2104.04,Transfer,,Abuja,0,0
63e4de60,CUST_0089,2024-01-03 11:34:00,2330.16,POS,Electronics,Ibadan,0,0
c0a4e247,CUST_0059,2024-01-03 11:51:00,1184.43,ATM,,Lagos,0,0
4a83cffa,CUST_0005,2024-01-03 11:56:00,1142.53,Online,Fashion,Kano,0,0
2440f311,CUST_0017,2024-01-03 12:30:00,942.58,Transfer,,Port Harcourt,0,0
39f784a8,CUST_0093,2024-01-03 14:08:00,1980.51,POS,Groceries,Abuja,0,0
192f2cf6,CUST_0026,2024-01-03 14:28:00,2975.97,ATM,,Ibadan,0,0
eb40d79b,CUST_0035,2024-01-03 14:29:00,1821.2,ATM,,Kano,0,0
0e83efe9,CUST_0053,2024-01-03 15:30:00,1885.68,Transfer,,Port Harcourt,0,0
08f70e7a,CUST_0079,2024-01-03 15:44:00,1263.41,POS,Groceries,Abuja,0,0
44753afb,CUST_0034,2024-01-03 15:52:00,1832.95,Transfer,,Ibadan,0,0
53861438,CUST_0038,2024-01-03 16:05:00,50.41,ATM,,Ibadan,0,0
ca622a7c,CUST_0095,2024-01-03 16:06:00,803.33,ATM,,Port Harcourt,0,0
869e2634,CUST_0083,2024-01-03 16:38:00,2038.83,ATM,,Abuja,0,0
ad31d400,CUST_0045,2024-01-03 16:43:00,1989.02,Online,Groceries,Lagos,0,0
1566cdde,CUST_0001,2024-01-03 16:50:00,374.89,ATM,,Lagos,0,0
15dd7392,CUST_0064,2024-01-03 17:59:00,1801.36,Transfer,,Ibadan,1,0
cadfbfc0,CUST_0002,2024-01-03 18:27:00,2859.68,POS,Groceries,Ibadan,0,0
154cde79,CUST_0021,2024-01-03 18:57:00,1545.7,Transfer,,Lagos,0,1
263fbb32,CUST_0023,2024-01-03 20:51:00,255.99,Transfer,,Lagos,0,0
21791e48,CUST_0021,2024-01-03 20:58:00,881.57,POS,Groceries,Ibadan,0,0
a04a497d,CUST_0018,2024-01-03 22:13:00,2131.06,POS,Groceries,Port Harcourt,0,0
faf23d2e,CUST_0022,2024-01-03 22:34:00,429.57,Transfer,,Port Harcourt,0,0
17976da1,CUST_0061,2024-01-03 23:54:00,1678.82,ATM,,Port Harcourt,0,0
169d1950,CUST_0030,2024-01-04 00:01:00,1731.6,ATM,,Abuja,0,0
7a500361,CUST_0084,2024-01-04 00:01:00,2356.71,Transfer,,Port Harcourt,0,0
18f64e82,CUST_0071,2024-01-04 00:35:00,2455.56,Online,Electronics,Lagos,0,0
4996550b,CUST_0070,2024-01-04 01:03:00,1845.0,Online,Restaurants,Kano,0,0
ab308309,CUST_0005,2024-01-04 01:52:00,1826.59,Transfer,,Ibadan,0,0
6eaacdab,CUST_0022,2024-01-04 01:54:00,2229.34,ATM,,Ibadan,0,0
dd254d85,CUST_0011,2024-01-04 01:57:00,2469.22,POS,Fashion,Kano,0,0
cf9d2c74,CUST_0010,2024-01-04 02:30:00,1735.78,Transfer,,Ibadan,0,0
fc60123b,CUST_0071,2024-01-04 02:34:00,2808.51,POS,Electronics,Port Harcourt,0,0
d03bd7fe,CUST_0086,2024-01-04 02:47:00,91.34,Transfer,,Abuja,0,0
f57142e0,CUST_0008,2024-01-04 02:54:00,2967.66,Online,Restaurants,Ibadan,0,0
01f9727e,CUST_0097,2024-01-04 04:14:00,1948.17,ATM,,Kano,0,0
6f7149ae,CUST_0028,2024-01-04 04:43:00,2320.29,Online,Groceries,Ibadan,0,0
481207e8,CUST_0005,2024-01-04 05:01:00,997.74,ATM,,Ibadan,0,0
3755aa34,CUST_0005,2024-01-04 05:12:00,683.75,Online,Restaurants,Ibadan,0,0
15ed68da,CUST_0026,2024-01-04 05:55:00,2298.44,ATM,,Lagos,0,0
415d4cb0,CUST_0072,2024-01-04 06:41:00,996.15,ATM,,Kano,0,0
01269b6e,CUST_0071,2024-01-04 07:47:00,1367.63,ATM,,Kano,0,0
88df8891,CUST_0037,2024-01-04 07:52:00,1523.36,Transfer,,Port Harcourt,0,0
91b1c08a,CUST_0045,2024-01-04 08:33:00,2517.26,POS,Fashion,Port Harcourt,0,0
6e47ee61,CUST_0041,2024-01-04 10:27:00,289.63,Transfer,,Port Harcourt,0,0
5ee85333,CUST_0054,2024-01-04 10:40:00,2852.28,POS,Groceries,Kano,0,0
0d06459c,CUST_0022,2024-01-04 11:14:00,2672.32,Transfer,,Port Harcourt,0,1
a9eb0b26,CUST_0027,2024-01-04 11:57:00,2038.69,POS,Utilities,Abuja,0,1
f0063898,CUST_0021,2024-01-04 11:59:00,626.59,POS,Utilities,Ibadan,0,0
5c113d99,CUST_0039,2024-01-04 12:22:00,2416.85,Transfer,,Kano,1,0
082c669c,CUST_0005,2024-01-04 13:22:00,2553.94,Online,Groceries,Port Harcourt,0,0
eafffcfc,CUST_0005,2024-01-04 13:26:00,176.4,Transfer,,Lagos,0,0
9cbf2051,CUST_0098,2024-01-04 15:19:00,1548.51,POS,Groceries,Ibadan,0,0
c7896e6a,CUST_0021,2024-01-04 16:03:00,2596.93,Online,Electronics,Ibadan,0,0
b593edf7,CUST_0001,2024-01-04 16:31:00,2728.87,POS,Groceries,Abuja,0,0
122d751b,CUST_0070,2024-01-04 16:36:00,1207.97,Online,Groceries,Kano,1,0
cfdff421,CUST_0080,2024-01-04 17:40:00,2690.56,POS,Restaurants,Ibadan,0,0
bfa0f707,CUST_0084,2024-01-04 17:52:00,165.21,Transfer,,Lagos,0,0
ba214d9f,CUST_0060,2024-01-04 18:00:00,609.05,POS,Groceries,Ibadan,1,0
9fbe5e23,CUST_0083,2024-01-04 18:43:00,2579.49,Transfer,,Lagos,0,0
562733b5,CUST_0096,2024-01-04 19:05:00,1296.38,POS,Groceries,Port Harcourt,0,0
7dc5d9e8,CUST_0003,2024-01-04 19:26:00,2259.6,Transfer,,Ibadan,0,0
5c48950f,CUST_0060,2024-01-04 21:00:00,2247.35,POS,Electronics,Ibadan,0,0
e4616017,CUST_0009,2024-01-04 21:46:00,1750.09,POS,Restaurants,Abuja,0,0
fcfa93ea,CUST_0009,2024-01-04 22:15:00,937.98,Online,Utilities,Kano,0,0
a43c7590,CUST_0052,2024-01-04 22:34:00,935.2,Online,Groceries,Lagos,0,0
e4b8e860,CUST_0069,2024-01-04 23:02:00,819.49,POS,Groceries,Ibadan,1,0
34625493,CUST_0014,2024-01-05 00:14:00,291.17,Online,Utilities,Port Harcourt,0,0
a5e415a3,CUST_0084,2024-01-05 00:16:00,2981.13,POS,Groceries,Kano,0,0
daa5424a,CUST_0009,2024-01-05 00:16:00,226.62,POS,Restaurants,Ibadan,0,0
0e083a7a,CUST_0030,2024-01-05 00:41:00,1087.58,POS,Groceries,Abuja,0,0
b7964840,CUST_0027,2024-01-05 01:47:00,983.8,POS,Groceries,Abuja,0,0
69110ab1,CUST_0002,2024-01-05 02:15:00,1721.15,POS,Restaurants,Abuja,1,0
63a02037,CUST_0051,2024-01-05 02:33:00,1260.21,ATM,,Ibadan,0,1
d36121c2,CUST_0019,2024-01-05 02:59:00,2882.27,Transfer,,Kano,0,1
51cbce08,CUST_0045,2024-01-05 03:07:00,717.34,POS,Restaurants,Ibadan,0,0
95c042bf,CUST_0088,2024-01-05 03:22:00,2117.64,ATM,,Port Harcourt,0,0
a52690a8,CUST_0012,2024-01-05 03:38:00,1134.22,Online,Utilities,Port Harcourt,0,0
54bc84f0,CUST_0093,2024-01-05 04:30:00,2879.66,Transfer,,Kano,1,0
bf7d8c82,CUST_0081,2024-01-05 05:32:00,2619.18,Online,Groceries,Port Harcourt,0,0
02a1cac2,CUST_0076,2024-01-05 06:03:00,2241.79,ATM,,Abuja,0,0
7017944b,CUST_0053,2024-01-05 06:43:00,2111.81,Transfer,,Ibadan,0,0
ccf2113c,CUST_0005,2024-01-05 07:49:00,64.55,Online,Utilities,Abuja,0,1
2275b2a8,CUST_0068,2024-01-05 08:25:00,2085.74,Transfer,,Port Harcourt,0,0
8ef84385,CUST_0001,2024-01-05 08:25:00,942.02,Online,Restaurants,Kano,0,0
4f459caf,CUST_0072,2024-01-05 09:04:00,2251.08,Online,Utilities,Port Harcourt,0,0
21a7472e,CUST_0048,2024-01-05 09:33:00,1150.43,Online,Electronics,Lagos,0,0
6fe06231,CUST_0026,2024-01-05 10:04:00,317.5,POS,Fashion,Kano,0,0
758df641,CUST_0039,2024-01-05 10:12:00,1489.53,Transfer,,Port Harcourt,0,0
6e412d0e,CUST_0062,2024-01-05 10:48:00,2047.76,POS,Electronics,Port Harcourt,0,0
8ced426a,CUST_0095,2024-01-05 11:01:00,2134.96,Transfer,,Ibadan,0,0
be795cd6,CUST_0063,2024-01-05 11:37:00,1312.16,Online,Utilities,Abuja,0,0
a73c01c1,CUST_0071,2024-01-05 11:52:00,2759.4,Transfer,,Port Harcourt,0,0
5e82bf88,CUST_0042,2024-01-05 11:55:00,2195.47,Online,Fashion,Abuja,0,0
62f06594,CUST_0022,2024-01-05 11:56:00,2278.56,Transfer,,Port Harcourt,0,0
b8ffa8c5,CUST_0050,2024-01-05 12:07:00,1998.71,POS,Electronics,Ibadan,0,0
ee1cc64b,CUST_0085,2024-01-05 13:04:00,438.16,Transfer,,Port Harcourt,0,0
c96dbf73,CUST_0058,2024-01-05 13:13:00,1073.31,Transfer,,Kano,0,0
10dd6cc8,CUST_0054,2024-01-05 13:13:00,668.13,Online,Electronics,Lagos,0,0
b7e9ad88,CUST_0070,2024-01-05 13:26:00,1310.59,Online,Groceries,Abuja,0,0
e6fb7b02,CUST_0010,2024-01-05 13:30:00,1818.81,Transfer,,Abuja,0,0
3fe15c59,CUST_0055,2024-01-05 13:34:00,961.31,Transfer,,Ibadan,0,0
087fda65,CUST_0010,2024-01-05 14:38:00,2980.08,ATM,,Ibadan,0,0
44a17bfa,CUST_0006,2024-01-05 14:45:00,2602.31,Online,Groceries,Kano,0,0
5cab4ac6,CUST_0073,2024-01-05 15:01:00,256.06,POS,Electronics,Port Harcourt,0,0
8f19e809,CUST_0084,2024-01-05 15:08:00,606.38,Online,Utilities,Port Harcourt,0,0
8c95b8cc,CUST_0011,2024-01-05 16:01:00,2769.04,Online,Restaurants,Lagos,0,0
73a4057b,CUST_0063,2024-01-05 16:29:00,1137.08,Transfer,,Port Harcourt,0,0
4591ce2b,CUST_0041,2024-01-05 17:11:00,2843.39,ATM,,Kano,0,0
a8c7169c,CUST_0099,2024-01-05 17:19:00,2316.6,Transfer,,Port Harcourt,0,0
cd6a94d2,CUST_0067,2024-01-05 17:40:00,2387.31,POS,Utilities,Port Harcourt,0,0
e5e2d5bb,CUST_0014,2024-01-05 17:43:00,836.56,ATM,,Abuja,0,0
f1b19b90,CUST_0002,2024-01-05 18:53:00,924.03,Online,Fashion,Kano,0,0
ecd6e952,CUST_0012,2024-01-05 19:10:00,499.41,Transfer,,Kano,0,0
36a8c836,CUST_0046,2024-01-05 19:22:00,1913.71,Online,Restaurants,Ibadan,0,0
75a1521d,CUST_0073,2024-01-05 20:07:00,2330.31,ATM,,Ibadan,0,0
e9dbde32,CUST_0012,2024-01-05 20:19:00,2031.19,POS,Groceries,Abuja,0,0
21a30ada,CUST_0071,2024-01-05 20:48:00,1770.18,Online,Electronics,Ibadan,0,0
37da0d3e,CUST_0078,2024-01-05 20:59:00,2194.39,Online,Electronics,Kano,0,0
b17d31ea,CUST_0074,2024-01-05 23:20:00,945.71,Online,Utilities,Ibadan,0,0
531ff5af,CUST_0098,2024-01-06 00:13:00,2734.62,Online,Fashion,Abuja,0,0
21af3563,CUST_0051,2024-01-06 00:32:00,327.22,Transfer,,Ibadan,0,0
94b24a2a,CUST_0004,2024-01-06 00:39:00,1687.2,Transfer,,Lagos,0,0
dc5aad33,CUST_0039,2024-01-06 00:44:00,1513.32,Transfer,,Abuja,0,0
6631c2f3,CUST_0020,2024-01-06 01:03:00,1311.62,Online,Groceries,Ibadan,0,0
febb9711,CUST_0054,2024-01-06 01:13:00,2559.47,ATM,,Kano,0,0
01b69393,CUST_0066,2024-01-06 01:22:00,1932.61,ATM,,Port Harcourt,0,0
76d5db1d,CUST_0028,2024-01-06 02:29:00,53.68,POS,Electronics,Lagos,0,0
8026be9f,CUST_0027,2024-01-06 02:34:00,2407.04,POS,Electronics,Ibadan,0,0
ffa97ee7,CUST_0003,2024-01-06 02:37:00,282.71,Online,Utilities,Ibadan,0,0
c7359802,CUST_0069,2024-01-06 03:13:00,2654.64,Transfer,,Kano,0,0
4512f4d1,CUST_0009,2024-01-06 03:44:00,1804.06,POS,Electronics,Lagos,0,0
fd6b3e9a,CUST_0042,2024-01-06 03:56:00,219.6,Transfer,,Kano,0,0
3f532623,CUST_0099,2024-01-06 04:07:00,2733.52,ATM,,Ibadan,0,0
a22a65ae,CUST_0083,2024-01-06 04:45:00,1619.38,Transfer,,Abuja,0,0
55dc1d69,CUST_0038,2024-01-06 04:50:00,2547.33,ATM,,Abuja,0,0
3c6f38ec,CUST_0021,2024-01-06 06:50:00,114.67,Transfer,,Ibadan,0,0
02d59e1d,CUST_0046,2024-01-06 07:17:00,2319.0,ATM,,Lagos,0,0
83fd8ba1,CUST_0063,2024-01-06 07:44:00,2641.59,Online,Groceries,Ibadan,0,1
0ced0518,CUST_0017,2024-01-06 08:04:00,2914.88,Online,Electronics,Port Harcourt,0,0
31d06ab9,CUST_0072,2024-01-06 08:31:00,1316.86,POS,Electronics,Lagos,0,0
87100bc8,CUST_0065,2024-01-06 10:02:00,246.6,POS,Fashion,Abuja,0,0
72168a79,CUST_0040,2024-01-06 10:33:00,1061.61,Online,Restaurants,Port Harcourt,0,0
0baadcf2,CUST_0089,2024-01-06 10:38:00,156.04,Online,Restaurants,Kano,0,0
7945c58e,CUST_0031,2024-01-06 11:08:00,2943.73,Transfer,,Ibadan,0,0
3f2b7a18,CUST_0048,2024-01-06 11:27:00,187.08,ATM,,Lagos,0,0
d1f6fd39,CUST_0090,2024-01-06 11:39:00,2987.61,ATM,,Abuja,0,0
e05a1b6a,CUST_0037,2024-01-06 12:37:00,1545.42,POS,Restaurants,Kano,1,0
639cc07a,CUST_0013,2024-01-06 13:19:00,31.02,Transfer,,Port Harcourt,0,0
1b919bc5,CUST_0083,2024-01-06 13:59:00,2410.76,POS,Utilities,Port Harcourt,0,0
