transaction_id,customer_id,transaction_time,transaction_amount,transaction_type,merchant_category,transaction_location,is_declined,is_fraud,transaction_hour,transaction_day_of_week,customer_num_txn_1d,customer_num_txn_7d,customer_avg_amount_7d,time_since_last_txn,num_unique_locations_1h,customer_account_age_days
7e8c539d,CUST_0001,2024-02-23 08:20:00,1019.47,Transfer,,Abuja,0,0,8,4,0,6,2086.15,4888.0,0,52
3f9ae48f,CUST_0001,2024-02-27 05:06:00,1561.18,ATM,,Ibadan,0,0,5,1,0,1,1019.47,5566.0,0,56
8c4f88cc,CUST_0001,2024-02-27 17:04:00,2915.63,ATM,,Abuja,1,0,17,1,1,2,1290.325,718.0,0,57
9f882a52,CUST_0001,2024-02-28 15:58:00,1496.77,Transfer,,Abuja,0,0,15,2,1,3,1832.0933333333335,1374.0,0,58
09ad83f0,CUST_0001,2024-02-28 18:54:00,120.29,Online,Restaurants,Kano,0,0,18,2,1,4,1748.2625000000003,176.0,0,58
cf12998d,CUST_0001,2024-02-29 05:45:00,163.92,Transfer,,Kano,0,0,5,3,2,5,1422.6680000000001,651.0,0,58
19f4ac3b,CUST_0001,2024-03-01 18:18:00,726.29,ATM,,Kano,0,0,18,4,0,5,1251.558,2193.0,0,60
81ef4f45,CUST_0001,2024-03-05 14:16:00,2957.09,ATM,,Port Harcourt,0,0,14,1,0,5,1084.58,5518.0,0,64
5b6bb390,CUST_0001,2024-03-12 18:35:00,2287.24,Online,Electronics,Kano,0,0,18,1,0,0,0.0,0.0,0,71
fbfa43fa,CUST_0001,2024-03-13 00:14:00,1109.67,ATM,,Lagos,0,0,0,2,1,1,2287.24,339.0,0,71
c386ea7b,CUST_0001,2024-03-13 17:24:00,1611.97,POS,Groceries,Abuja,0,0,17,2,2,2,1698.455,1030.0,0,72
3675824a,CUST_0001,2024-03-15 06:50:00,969.13,Online,Fashion,Kano,0,0,6,4,0,3,1669.6266666666668,2246.0,0,73
33da89ac,CUST_0001,2024-03-17 13:48:00,1776.77,POS,Fashion,Ibadan,0,0,13,6,0,4,1494.5025,3298.0,0,76
f988c231,CUST_0001,2024-03-19 06:47:00,1541.16,ATM,,Kano,0,0,6,1,0,5,1550.9560000000001,2459.0,0,77
4e148d39,CUST_0001,2024-03-21 16:56:00,531.36,Transfer,,Kano,0,0,16,3,0,3,1429.0200000000002,3489.0,0,80
99541d60,CUST_0001,2024-03-23 21:06:00,2810.82,POS,Groceries,Kano,0,0,21,5,0,3,1283.0966666666668,3130.0,0,82
9f8f6800,CUST_0001,2024-03-24 05:59:00,349.29,Transfer,,Port Harcourt,0,0,5,6,1,4,1665.0275000000001,533.0,0,82
7a25fbe2,CUST_0001,2024-03-25 11:17:00,781.25,POS,Utilities,Ibadan,0,0,11,0,0,4,1308.1575,1758.0,0,83
76d7a64d,CUST_0001,2024-03-26 02:17:00,1670.05,Online,Fashion,Lagos,0,0,2,1,1,5,1202.776,900.0,0,84
6212b30a,CUST_0001,2024-03-27 00:15:00,288.38,Transfer,,Kano,0,0,0,2,1,5,1228.554,1318.0,0,85
13fb0413,CUST_0001,2024-03-28 17:24:00,1902.97,Online,Restaurants,Lagos,0,0,17,3,0,5,1179.958,2469.0,0,87
c451cd10,CUST_0001,2024-03-29 16:43:00,2180.61,Transfer,,Kano,0,0,16,4,1,6,1300.46,1399.0,0,88
3b2a772f,CUST_0001,2024-03-29 23:06:00,2341.83,Online,Electronics,Port Harcourt,0,0,23,4,1,7,1426.1957142857143,383.0,0,88
2064d5d9,CUST_0001,2024-03-30 00:54:00,493.27,Online,Restaurants,Kano,0,0,0,5,2,8,1540.65,108.0,0,88
1953c757,CUST_0002,2024-01-02 12:40:00,2010.08,POS,Restaurants,Port Harcourt,0,0,12,1,0,0,0.0,0.0,0,0
51adaf9d,CUST_0002,2024-01-02 18:37:00,1502.59,ATM,,Lagos,0,0,18,1,1,1,2010.08,357.0,0,0
cc5b174d,CUST_0002,2024-01-02 23:49:00,140.38,POS,Utilities,Port Harcourt,1,0,23,1,2,2,1756.335,312.0,0,0
b774374c,CUST_0002,2024-01-03 09:16:00,845.89,Online,Groceries,Abuja,0,0,9,2,3,3,1217.6833333333334,567.0,0,0
cadfbfc0,CUST_0002,2024-01-03 18:27:00,2859.68,POS,Groceries,Ibadan,0,0,18,2,3,4,1124.7350000000001,551.0,0,1
69110ab1,CUST_0002,2024-01-05 02:15:00,1721.15,POS,Restaurants,Abuja,1,0,2,4,0,5,1471.7240000000002,1908.0,0,2
f1b19b90,CUST_0002,2024-01-05 18:53:00,924.03,Online,Fashion,Kano,0,0,18,4,1,6,1513.295,998.0,0,3
32b42211,CUST_0002,2024-01-13 02:29:00,1460.99,Online,Utilities,Kano,0,0,2,5,0,0,0.0,0.0,0,10
0509bada,CUST_0002,2024-01-14 16:58:00,2534.2,ATM,,Abuja,0,0,16,6,0,1,1460.99,2309.0,0,12
d0858baa,CUST_0002,2024-01-14 18:30:00,634.67,Online,Utilities,Ibadan,0,0,18,6,1,2,1997.5949999999998,92.0,0,12
72d3501a,CUST_0002,2024-01-15 19:57:00,769.95,Transfer,,Ibadan,0,0,19,0,0,3,1543.2866666666666,1527.0,0,13
35a6a741,CUST_0002,2024-01-16 13:19:00,2547.52,ATM,,Lagos,0,0,13,1,1,4,1349.9524999999999,1042.0,0,14
57953e8e,CUST_0002,2024-01-17 04:48:00,1662.93,Online,Electronics,Lagos,0,0,4,2,1,5,1589.466,929.0,0,14
5a225d1f,CUST_0002,2024-01-22 08:26:00,776.06,Transfer,,Lagos,0,0,8,0,0,3,1660.1333333333334,7418.0,0,19
e9beeadd,CUST_0002,2024-01-27 15:20:00,25.5,Online,Restaurants,Abuja,0,0,15,5,0,1,776.06,7614.0,0,25
b3f7b7ad,CUST_0002,2024-01-27 17:07:00,222.11,POS,Groceries,Lagos,0,0,17,5,1,2,400.78,107.0,0,25
1ce14fcf,CUST_0002,2024-01-29 08:18:00,2660.99,Online,Groceries,Lagos,0,0,8,0,0,3,341.2233333333333,2351.0,0,26
74eb4bb1,CUST_0002,2024-01-31 14:24:00,1321.04,Transfer,,Lagos,0,0,14,2,0,3,969.5333333333333,3246.0,0,29
1139daf7,CUST_0002,2024-02-01 14:45:00,473.57,Online,Utilities,Ibadan,1,0,14,3,0,4,1057.4099999999999,1461.0,0,30
b9e6f775,CUST_0002,2024-02-02 02:14:00,2582.61,Online,Restaurants,Abuja,0,0,2,4,1,5,940.6419999999998,689.0,0,30
5e22a052,CUST_0002,2024-02-02 14:55:00,916.76,ATM,,Abuja,0,0,14,4,1,6,1214.3033333333333,761.0,0,31
ad44c5ab,CUST_0002,2024-02-02 20:53:00,2485.33,ATM,,Ibadan,0,0,20,4,2,7,1171.797142857143,358.0,0,31
f92e9a22,CUST_0002,2024-02-03 14:44:00,1377.22,Online,Groceries,Lagos,0,0,14,5,2,8,1335.98875,1071.0,0,32
4289cd2a,CUST_0002,2024-02-04 06:57:00,1239.95,ATM,,Port Harcourt,0,0,6,6,1,7,1688.2171428571426,973.0,0,32
6e58f944,CUST_0002,2024-02-04 19:08:00,406.91,ATM,,Ibadan,1,0,19,6,1,8,1632.1837500000001,731.0,0,33
1e030c09,CUST_0002,2024-02-07 12:45:00,132.79,ATM,,Lagos,0,0,12,2,0,8,1350.42375,3937.0,0,36
f498fec6,CUST_0002,2024-02-10 21:11:00,2234.69,POS,Groceries,Ibadan,0,0,21,5,0,3,593.2166666666667,4826.0,0,39
c0e6effc,CUST_0002,2024-02-12 10:55:00,251.81,Transfer,,Lagos,0,0,10,0,0,2,1183.74,2264.0,0,40
76d63284,CUST_0002,2024-02-17 13:37:00,184.0,Online,Electronics,Abuja,0,0,13,5,0,2,1243.25,7362.0,0,46
e44f52f7,CUST_0002,2024-02-18 16:11:00,726.96,ATM,,Abuja,0,0,16,6,0,2,217.905,1594.0,0,47
299965c1,CUST_0002,2024-02-18 19:11:00,2804.5,ATM,,Abuja,0,0,19,6,1,3,387.59,180.0,0,47
5551b1ae,CUST_0002,2024-02-21 14:10:00,1974.76,Transfer,,Ibadan,0,0,14,2,0,3,1238.4866666666667,4019.0,0,50
c5b064ac,CUST_0002,2024-02-22 22:13:00,152.67,Online,Groceries,Ibadan,0,0,22,3,0,4,1422.555,1923.0,0,51
144ee8dd,CUST_0002,2024-02-23 19:45:00,369.29,POS,Groceries,Kano,0,0,19,4,1,5,1168.578,1292.0,0,52
57c08230,CUST_0002,2024-02-25 11:49:00,291.53,POS,Groceries,Abuja,0,0,11,6,0,5,1205.636,2404.0,0,53
74824286,CUST_0002,2024-02-26 22:58:00,534.24,Online,Fashion,Ibadan,0,0,22,0,0,4,697.0625,2109.0,0,55
f1953af1,CUST_0002,2024-03-01 00:16:00,2422.67,ATM,,Abuja,0,0,0,4,0,3,398.3533333333333,4398.0,0,58
5f93cd81,CUST_0002,2024-03-01 07:11:00,1952.82,ATM,,Lagos,0,0,7,4,1,4,904.4325,415.0,0,58
9d79edc4,CUST_0002,2024-03-03 16:32:00,2661.17,Online,Fashion,Lagos,0,0,16,6,0,3,1636.5766666666666,3441.0,0,61
0994d379,CUST_0002,2024-03-04 11:32:00,2800.97,ATM,,Port Harcourt,0,0,11,0,1,4,1892.725,1140.0,0,61
9c97f366,CUST_0002,2024-03-06 09:39:00,2055.05,ATM,,Port Harcourt,0,0,9,2,0,4,2459.4075,2767.0,0,63
6092548c,CUST_0002,2024-03-08 23:28:00,2833.31,ATM,,Kano,0,0,23,4,0,3,2505.73,3709.0,0,66
33b3007a,CUST_0002,2024-03-10 02:42:00,2404.84,ATM,,Abuja,0,0,2,6,0,4,2587.625,1634.0,0,67
8169b3ec,CUST_0002,2024-03-15 14:50:00,394.22,Online,Utilities,Abuja,0,0,14,4,0,2,2619.075,7928.0,0,73
2ba8df19,CUST_0002,2024-03-18 23:36:00,1881.56,POS,Restaurants,Kano,0,0,23,0,0,1,394.22,4846.0,0,76
9f75bfb8,CUST_0002,2024-03-19 02:36:00,627.99,POS,Utilities,Lagos,0,0,2,1,1,2,1137.8899999999999,180.0,0,76
df038e44,CUST_0002,2024-03-21 19:41:00,1138.0,POS,Restaurants,Ibadan,0,0,19,3,0,3,967.9233333333332,3905.0,0,79
1f715ee6,CUST_0002,2024-03-23 17:21:00,1016.3,Online,Groceries,Kano,0,0,17,5,0,3,1215.8500000000001,2740.0,0,81
d2b5bb18,CUST_0002,2024-03-23 18:21:00,2048.02,POS,Electronics,Lagos,0,0,18,5,1,4,1165.9625,60.0,1,81
4a58bf7e,CUST_0002,2024-03-28 05:35:00,1493.15,POS,Electronics,Ibadan,0,0,5,3,0,3,1400.7733333333333,6434.0,0,85
24b78038,CUST_0002,2024-03-28 13:03:00,2810.58,POS,Restaurants,Abuja,0,0,13,3,1,4,1423.8674999999998,448.0,0,86
f0f2ea2f,CUST_0002,2024-03-28 13:54:00,2903.07,POS,Restaurants,Lagos,0,0,13,3,2,5,1701.2099999999998,51.0,1,86
cd7a23b4,CUST_0002,2024-03-30 03:51:00,1709.88,ATM,,Kano,0,0,3,5,0,5,2054.2239999999997,2277.0,0,87
103c697e,CUST_0002,2024-03-30 19:07:00,391.79,Transfer,,Port Harcourt,0,0,19,5,1,4,2229.17,916.0,0,88
7af3527f,CUST_0003,2024-01-01 12:08:00,886.7,Online,Utilities,Abuja,0,0,12,0,0,0,0.0,0.0,0,0
7dc5d9e8,CUST_0003,2024-01-04 19:26:00,2259.6,Transfer,,Ibadan,0,0,19,3,0,1,886.7,4758.0,0,3
ffa97ee7,CUST_0003,2024-01-06 02:37:00,282.71,Online,Utilities,Ibadan,0,0,2,5,0,2,1573.15,1871.0,0,4
f3521b27,CUST_0003,2024-01-06 18:55:00,1653.09,Transfer,,Lagos,0,0,18,5,1,3,1143.0033333333333,978.0,0,5
02c72c3b,CUST_0003,2024-01-10 23:57:00,1059.24,POS,Fashion,Kano,0,0,23,2,0,3,1398.4666666666665,6062.0,0,9
aad5c87c,CUST_0003,2024-01-12 15:39:00,2286.92,POS,Groceries,Kano,0,0,15,4,0,3,998.3466666666667,2382.0,0,11
9f06502e,CUST_0003,2024-01-14 23:50:00,261.48,Online,Restaurants,Port Harcourt,0,0,23,6,0,2,1673.08,3371.0,0,13
fe79d352,CUST_0003,2024-01-15 19:52:00,2467.36,Online,Utilities,Lagos,0,0,19,0,1,3,1202.5466666666666,1202.0,0,14
d0e3274f,CUST_0003,2024-01-17 23:46:00,263.66,Online,Utilities,Port Harcourt,1,0,23,2,0,4,1518.75,3114.0,0,16
23977e6d,CUST_0003,2024-01-23 10:27:00,1118.22,Online,Fashion,Kano,0,0,10,1,0,1,263.66,7841.0,0,21
a5da8ca8,CUST_0003,2024-01-23 13:19:00,2958.14,Transfer,,Kano,0,0,13,1,1,2,690.94,172.0,0,22
fade87f9,CUST_0003,2024-01-25 11:50:00,259.67,POS,Restaurants,Port Harcourt,0,0,11,3,0,2,2038.1799999999998,2791.0,0,23
8bc805ce,CUST_0003,2024-01-26 03:28:00,1278.42,POS,Electronics,Port Harcourt,0,0,3,4,1,3,1445.3433333333332,938.0,0,24
a07f07ff,CUST_0003,2024-01-26 15:39:00,1482.95,POS,Groceries,Kano,0,0,15,4,1,4,1403.6125,731.0,0,25
9dcbdbe1,CUST_0003,2024-01-28 17:54:00,178.35,Online,Utilities,Port Harcourt,0,0,17,6,0,5,1419.48,3015.0,0,27
8cab8b9d,CUST_0003,2024-01-29 20:35:00,1951.14,Online,Utilities,Abuja,0,0,20,0,0,6,1212.625,1601.0,0,28
12f65dc5,CUST_0003,2024-01-31 01:26:00,2886.9,Transfer,,Kano,0,0,1,2,0,5,1030.106,1731.0,0,29
77b13115,CUST_0003,2024-02-01 02:51:00,2607.11,ATM,,Port Harcourt,0,0,2,3,0,6,1339.5716666666667,1525.0,0,30
d156b9dd,CUST_0003,2024-02-02 14:39:00,46.34,POS,Groceries,Ibadan,1,0,14,4,0,5,1821.2900000000002,2148.0,0,32
fb673766,CUST_0003,2024-02-02 20:00:00,2674.52,Transfer,,Lagos,0,1,20,4,1,5,1533.968,321.0,0,32
fbd34dc6,CUST_0003,2024-02-05 01:57:00,230.65,POS,Utilities,Abuja,0,0,1,0,0,5,2033.202,3237.0,0,34
7b91f937,CUST_0003,2024-02-06 01:34:00,1574.06,Transfer,,Abuja,0,0,1,1,1,5,1689.104,1417.0,0,35
b82d81aa,CUST_0003,2024-02-07 13:38:00,1369.08,ATM,,Kano,0,0,13,2,0,5,1426.536,2164.0,0,37
4a89b2cd,CUST_0003,2024-02-08 05:49:00,2704.46,ATM,,Kano,0,0,5,3,1,5,1178.9299999999998,971.0,0,37
d32d2648,CUST_0003,2024-02-11 02:03:00,2851.73,POS,Groceries,Lagos,0,0,2,6,0,4,1469.5625,4094.0,0,40
605afcbc,CUST_0003,2024-02-12 07:21:00,1864.2,Online,Restaurants,Lagos,0,0,7,0,0,4,2124.8325,1758.0,0,41
b6961fb8,CUST_0003,2024-02-12 16:36:00,1396.46,Transfer,,Kano,0,0,16,0,1,5,2072.706,555.0,0,42
de3e9f7e,CUST_0003,2024-02-14 09:32:00,242.43,Online,Fashion,Abuja,1,1,9,2,0,5,2037.1860000000001,2456.0,0,43
2a1c36e5,CUST_0003,2024-02-15 01:35:00,2097.5,POS,Utilities,Port Harcourt,0,0,1,3,1,5,1811.8560000000002,963.0,0,44
0ba96611,CUST_0003,2024-02-15 23:54:00,2443.25,POS,Utilities,Abuja,0,0,23,3,1,5,1690.464,1339.0,0,45
c82e6540,CUST_0003,2024-02-17 12:50:00,2733.67,Online,Groceries,Port Harcourt,0,1,12,5,0,6,1815.9283333333333,2216.0,0,47
fd2dac70,CUST_0003,2024-02-18 12:56:00,2179.9,ATM,,Kano,0,0,12,6,0,6,1796.2516666666668,1446.0,0,48
f2ff1974,CUST_0003,2024-02-19 10:20:00,2798.86,Online,Electronics,Abuja,0,0,10,0,1,6,1848.8683333333336,1284.0,0,48
dd6b29d4,CUST_0003,2024-02-20 15:36:00,88.84,Online,Fashion,Lagos,0,0,15,1,0,6,2082.601666666667,1756.0,0,50
bf84fbb9,CUST_0003,2024-02-25 04:19:00,2961.96,Online,Utilities,Ibadan,0,0,4,6,0,3,1689.2,6523.0,0,54
09059fc0,CUST_0003,2024-02-27 09:17:00,1148.86,Online,Utilities,Abuja,1,0,9,1,0,2,1525.4,3178.0,0,56
8aab78db,CUST_0003,2024-03-01 08:20:00,2516.6,POS,Fashion,Lagos,0,0,8,4,0,2,2055.41,4263.0,0,59
fe2e2ff0,CUST_0003,2024-03-17 16:48:00,827.49,ATM,,Abuja,0,0,16,6,0,0,0.0,0.0,0,76
84ac6238,CUST_0003,2024-03-18 16:48:00,2440.57,Online,Fashion,Port Harcourt,1,1,16,0,1,1,827.49,1440.0,0,77
f5c99e60,CUST_0003,2024-03-19 08:56:00,1670.74,Transfer,,Abuja,0,0,8,1,1,2,1634.0300000000002,968.0,0,77
a6a6fc77,CUST_0003,2024-03-23 18:20:00,2550.45,Online,Groceries,Abuja,0,0,18,5,0,3,1646.2666666666667,6324.0,0,82
99ec1198,CUST_0003,2024-03-28 12:20:00,396.19,ATM,,Port Harcourt,1,0,12,3,0,1,2550.45,6840.0,0,87
94b24a2a,CUST_0004,2024-01-06 00:39:00,1687.2,Transfer,,Lagos,0,0,0,5,0,0,0.0,0.0,0,0
1ad7282e,CUST_0004,2024-01-11 01:29:00,410.71,Transfer,,Port Harcourt,0,0,1,3,0,1,1687.2,7250.0,0,5
d1ab4483,CUST_0004,2024-01-23 06:09:00,1864.73,ATM,,Kano,0,0,6,1,0,0,0.0,0.0,0,17
cdcd0452,CUST_0004,2024-01-26 03:07:00,417.75,Transfer,,Lagos,0,0,3,4,0,1,1864.73,4138.0,0,20
b14d273c,CUST_0004,2024-01-26 18:51:00,1773.85,POS,Utilities,Abuja,0,0,18,4,1,2,1141.24,944.0,0,20
209b8314,CUST_0004,2024-01-27 05:04:00,2713.43,Transfer,,Lagos,0,0,5,5,1,3,1352.11,613.0,0,21
4956fd9e,CUST_0004,2024-01-30 19:44:00,2353.12,POS,Restaurants,Ibadan,0,0,19,1,0,3,1635.01,5200.0,0,24
f337f049,CUST_0004,2024-01-30 22:45:00,2588.47,Transfer,,Port Harcourt,0,0,22,1,1,4,1814.5375,181.0,0,24
f8da6417,CUST_0004,2024-02-01 15:03:00,2780.5,ATM,,Kano,0,0,15,3,0,5,1969.3239999999998,2418.0,0,26
afa3d2b2,CUST_0004,2024-02-04 16:02:00,1382.82,POS,Fashion,Kano,1,0,16,6,0,3,2574.03,4379.0,0,29
18ba7fd8,CUST_0004,2024-02-10 06:57:00,992.97,Online,Utilities,Lagos,0,0,6,5,0,1,1382.82,8095.0,0,35
092f2376,CUST_0004,2024-02-12 23:17:00,236.83,ATM,,Lagos,0,0,23,0,0,1,992.97,3860.0,0,37
4481a193,CUST_0004,2024-02-21 08:43:00,464.19,Online,Utilities,Ibadan,0,0,8,2,0,0,0.0,0.0,0,46
0ab79c0b,CUST_0004,2024-03-05 00:33:00,553.82,POS,Utilities,Kano,0,0,0,1,0,0,0.0,0.0,0,58
0ba60e40,CUST_0004,2024-03-06 07:54:00,1427.15,Transfer,,Lagos,0,0,7,2,0,1,553.82,1881.0,0,60
e35fb067,CUST_0004,2024-03-16 05:19:00,584.94,Transfer,,Kano,0,0,5,5,0,0,0.0,0.0,0,70
08813101,CUST_0004,2024-03-19 06:54:00,842.99,Transfer,,Ibadan,0,0,6,1,0,1,584.94,4415.0,0,73
7a82fa03,CUST_0004,2024-03-20 19:37:00,370.7,Transfer,,Ibadan,0,0,19,2,0,2,713.965,2203.0,0,74
b8b5ea35,CUST_0004,2024-03-21 09:25:00,1099.17,Transfer,,Kano,0,0,9,3,1,3,599.5433333333334,828.0,0,75
604c45ea,CUST_0004,2024-03-27 10:14:00,127.54,Online,Electronics,Ibadan,0,0,10,2,0,2,734.9350000000001,8689.0,0,81
23274950,CUST_0005,2024-01-01 00:55:00,1427.17,ATM,,Abuja,0,0,0,0,0,0,0.0,0.0,0,0
ce5bccfc,CUST_0005,2024-01-01 05:02:00,1443.95,Transfer,,Ibadan,0,0,5,0,1,1,1427.17,247.0,0,0
20f741f8,CUST_0005,2024-01-01 17:42:00,1677.65,POS,Utilities,Port Harcourt,0,0,17,0,2,2,1435.56,760.0,0,0
4a83cffa,CUST_0005,2024-01-03 11:56:00,1142.53,Online,Fashion,Kano,0,0,11,2,0,3,1516.256666666667,2534.0,0,2
ab308309,CUST_0005,2024-01-04 01:52:00,1826.59,Transfer,,Ibadan,0,0,1,3,1,4,1422.825,836.0,0,3
481207e8,CUST_0005,2024-01-04 05:01:00,997.74,ATM,,Ibadan,0,0,5,3,2,5,1503.578,189.0,0,3
3755aa34,CUST_0005,2024-01-04 05:12:00,683.75,Online,Restaurants,Ibadan,0,0,5,3,3,6,1419.2716666666668,11.0,1,3
082c669c,CUST_0005,2024-01-04 13:22:00,2553.94,Online,Groceries,Port Harcourt,0,0,13,3,3,7,1314.197142857143,490.0,0,3
eafffcfc,CUST_0005,2024-01-04 13:26:00,176.4,Transfer,,Lagos,0,0,13,3,4,8,1469.165,4.0,1,3
ccf2113c,CUST_0005,2024-01-05 07:49:00,64.55,Online,Utilities,Abuja,0,1,7,4,2,9,1325.5244444444443,1103.0,0,4
cb09ba0d,CUST_0005,2024-01-07 01:17:00,2690.86,Online,Electronics,Lagos,0,0,1,6,0,10,1199.427,2488.0,0,6
ce022d9f,CUST_0005,2024-01-08 03:07:00,25.85,POS,Electronics,Ibadan,1,0,3,0,0,10,1325.7959999999998,1550.0,0,7
982d63db,CUST_0005,2024-01-11 10:34:00,2171.46,POS,Fashion,Ibadan,0,0,10,3,0,5,1102.3200000000002,4767.0,0,10
f1086c8e,CUST_0005,2024-01-12 15:08:00,1609.76,Online,Fashion,Ibadan,0,0,15,4,0,3,1629.39,1714.0,0,11
0e6ddd89,CUST_0005,2024-01-13 12:30:00,623.18,ATM,,Abuja,1,0,12,5,1,4,1624.4825,1282.0,0,12
f0ffe54d,CUST_0005,2024-01-14 09:02:00,606.53,Online,Groceries,Lagos,0,0,9,6,1,4,1107.5625,1232.0,0,13
5cd560df,CUST_0005,2024-01-20 22:19:00,2124.62,ATM,,Abuja,0,0,22,5,0,1,606.53,9437.0,0,19
6eebde0a,CUST_0005,2024-01-25 01:54:00,1523.25,Online,Restaurants,Ibadan,0,0,1,3,0,1,2124.62,5975.0,0,24
35157e6a,CUST_0005,2024-01-25 21:34:00,1785.71,POS,Restaurants,Abuja,0,0,21,3,1,2,1823.935,1180.0,0,24
